dataset_name,Train,Test,Class,Length,DTW_LOOCV,UCRSuite_LOOCV,EAP_LOOCV,FastWWSearch,FastWWSearch_EA,FastWWSearch_NoLb,EAP_FastWWSearch,EAP_FastWWSearch_EA,EAP_FastWWSearch_NoLb,UltraFastWWSearch_V1,UltraFastWWSearch_V2,UltraFastWWSearch,UltraFastWWSearch-Global,FastWDTW,EAP_FastWDTW,EAP_FastWDTW_EA,UltraFastWDTW-Local,UltraFastWDTW-Global,FastERP,EAP_FastERP,EAP_FastERP_EA,UltraFastERP-Local,UltraFastERP-Global,FastMSM,EAP_FastMSM,EAP_FastMSM_EA,UltraFastMSM-Local,UltraFastMSM-Global,FastTWE,EAP_FastTWE,EAP_FastTWE_EA,UltraFastTWE-Local,UltraFastTWE-Global,FastLCSS,EAP_FastLCSS,EAP_FastLCSS_EA,UltraFastLCSS-Local,UltraFastLCSS-Global
SemgHandGenderCh2,300,600,2,1500,103637.4418,39346.22191,22598.64582,1278.276256,1821.644218,1436.804865,1010.149575,604.0127531,967.0874541,543.9963694,494.3639147,348.571517,943.8643257,45524.86527,48493.38572,54169.94022,32995.27327,53778.13672,14804.67981,4934.819041,3183.648359,2020.172332,4503.689514,43348.08563,17602.96004,48527.73821,47713.80612,12276.89006,11602.68076,7028.94125,16532.08166,15900.83481,3198.878161,9977.747441,3993.78151,5654.582313,3442.478576,3986.102677
SemgHandMovementCh2,450,450,6,1500,216864.612,81935.22086,51737.47145,2816.8521,4111.520678,3131.932356,2279.785866,1421.763203,2175.464573,1252.064225,1120.638505,774.8338543,2131.07715,101696.9761,109189.5114,116853.4809,74608.56471,121201.5066,28289.2639,11074.91133,7057.245015,4584.486197,10065.92355,94636.43922,38677.28503,108519.9868,108557.0887,27050.13811,25647.93793,15584.36849,37211.88283,35905.1872,7046.230511,22100.82851,9027.493457,12243.62812,7705.998105,8401.712767
SemgHandSubjectCh2,450,450,5,1500,223580.2175,85200.23853,58081.93656,2811.574761,4168.314674,3162.548924,2268.238471,1435.736573,2178.921693,1236.245072,1109.281932,786.2251726,2119.78505,102281.1761,108969.87,127661.6149,74300.96424,120699.3008,32488.95927,11003.95309,7370.836601,4513.829809,10028.95341,100167.1129,40502.86199,108856.0295,107777.9798,28130.67104,26032.14656,15823.23862,38234.93988,36656.14167,7340.383325,22545.64902,8986.439877,13348.21366,7733.474089,8745.269644
ShakeGestureWiimoteZ,50,50,10,385,96.4400093,54.96936779,20.59063687,2.690725388,3.540570754,3.001756804,1.684844274,1.819378621,1.306382491,1.393659284,1.161296123,0.889500653,0.987995156,88.30956243,60.42902727,51.89656988,37.69866249,63.77772492,23.37366754,7.492711341,7.156663965,3.934018567,5.590542867,47.93612257,13.93500996,27.23883479,28.03358928,9.582911698,45.71198634,26.05387436,37.7063839,36.20497928,21.78439212,11.11760055,3.465276185,4.09760263,2.596659642,3.608169602
ShapeletSim,20,180,2,500,66.70855589,57.29582824,38.21747318,1.174128036,1.547103317,1.131422338,0.74583703,0.887908868,0.599587774,0.696847714,0.661056639,0.606099123,0.583867071,24.35104393,29.38474448,25.27430308,18.16099815,32.62758402,10.23497214,4.120627517,4.979851894,4.017737703,3.846073026,62.010441,27.29406229,36.09811391,31.58371539,13.63645989,20.3257116,11.81126745,17.48770058,15.26300763,7.746292497,6.303425229,2.47015502,3.121307051,2.273672566,2.103057816
ShapesAll,600,600,60,512,24282.08223,8880.93553,1298.475543,311.1097172,376.6266914,468.158603,231.2415247,199.0906497,244.7843785,190.4451435,154.5439197,43.83755824,167.364781,17192.47548,12439.43381,12347.36763,9677.75132,12470.35293,3758.966105,1219.794047,944.4933909,379.6182742,689.0519115,7474.451503,2134.328059,5280.531638,5822.729912,2054.317024,13821.24974,8057.284481,12673.86074,12051.38848,7585.750288,2130.693358,810.6006574,733.3527563,408.0914052,684.6613429
SmallKitchenAppliances,375,375,3,720,21307.16704,8099.251518,4445.415674,278.5571328,422.4793041,390.0144134,171.4656184,182.0726267,160.1379282,175.7272726,161.0460691,92.08528415,153.1084425,16563.05689,12183.24662,12977.09214,8394.799663,12866.48941,2889.863085,931.7998039,801.3418039,545.6795579,816.0397623,3405.014353,859.6188096,2097.169946,1930.923102,547.1435923,3431.48013,2063.382023,5075.69116,4762.591835,707.1105401,2391.475312,786.3825542,936.2916077,500.9313774,576.1487211
SmoothSubspace,150,150,3,15,5.938596213,3.83887616,1.43200961,0.554177342,0.46426896,0.388336876,0.54612243,0.491800112,0.466141046,0.187016468,0.170430852,0.534693637,0.154807364,1.051864374,0.368545776,0.71010216,0.55557122,0.366096243,1.198767939,0.546706839,0.691839305,0.527888729,0.883298363,0.519227607,0.202528665,0.602482209,0.531441939,0.522593738,0.888131414,0.365447331,0.858447691,0.7105271,0.504462,1.380809898,0.589860839,0.946161175,0.443202739,0.529407985
SonyAIBORobotSurface1,20,601,2,70,3.044336823,1.610973494,0.598751615,0.191338655,0.114162349,0.07451106,0.175066815,0.121085288,0.151725956,0.013442825,0.012819453,0.091638485,0.008931578,0.352862724,0.273403687,0.138680807,0.127311986,0.286959469,0.222982935,0.083013045,0.091116585,0.052858411,0.115580368,0.374026905,0.122878738,0.226115147,0.22950718,0.134238445,0.281356196,0.156383926,0.282313169,0.270577813,0.12317392,0.114179307,0.076101936,0.079567023,0.052846898,0.102945612
SonyAIBORobotSurface2,27,953,2,65,3.87109574,1.13571888,0.867366101,0.197469536,0.142820557,0.086149035,0.152785696,0.130321326,0.142676086,0.021451336,0.020009636,0.110525201,0.016625738,0.414598669,0.358963043,0.224995656,0.196360806,0.391529318,0.423056668,0.155020776,0.159704009,0.103192064,0.152129379,0.699007697,0.199890516,0.426560744,0.422917254,0.126990066,0.360714681,0.197418479,0.481269927,0.447138296,0.148827684,0.178581523,0.086664616,0.105735344,0.082288224,0.082696552
StarLightCurves,1000,8236,3,1024,210601.3105,59290.24,4270.041953,1771.028437,1976.951822,4220.602388,1383.691131,1203.02517,2474.433356,1126.717999,973.5890568,212.9054397,894.637104,138276.5717,97733.65074,98555.26773,120370.4647,,31372.61496,8379.88013,5739.917541,1615.522508,2056.322641,81191.23268,21252.55209,42581.78401,41074.92098,22133.6828,109737.4187,66712.66285,79295.46422,72264.6465,56672.31614,5684.822893,1886.167297,1603.312597,908.1486877,2559.247656
Strawberry,613,370,2,235,4909.703711,1478.174256,125.3947938,41.53562166,37.87883261,87.01723606,28.79395724,16.09349282,53.48089581,14.40218086,12.69862449,2.859219294,4.977185835,1290.814513,924.5204462,1137.687151,1652.2189,1065.006012,543.1191333,137.4497929,44.60407329,8.440051193,6.976064634,462.2894788,132.2670559,176.1172165,184.374009,75.70586521,1089.694842,629.0046239,90.83543057,69.63960881,143.1456066,28.58622484,8.21734874,3.693259942,3.046753295,10.70011335
SwedishLeaf,500,625,15,128,1165.398621,540.4228357,77.56580036,15.7859094,19.67933296,24.02140189,12.12796637,8.647120554,12.96996722,7.959495336,6.790152747,3.161381514,7.761873384,355.3912824,271.8201864,249.3766805,224.907238,276.0992807,228.707099,68.78690691,51.25040783,17.89540785,31.37828653,241.8873279,72.48911988,251.2824715,249.8477278,57.9927487,382.2002069,221.0682717,373.5662703,361.8770035,170.8645095,97.78613728,40.22459533,36.25971711,18.64211217,34.01602521
Symbols,25,995,6,398,25.98973507,14.00049954,3.795742106,0.624361484,0.831802386,0.713922211,0.357684455,0.45769922,0.327175789,0.359973729,0.294075846,0.228971192,0.2021542,19.89871029,14.07645587,12.75227366,10.43684834,13.32084319,6.703572743,2.070546294,1.736478126,0.922452539,0.943560735,16.99474336,4.833647754,5.160210276,5.692376179,3.893555752,16.72648735,9.738973563,11.67674454,11.10101506,8.614061863,1.753747396,0.636186322,0.687317518,0.491979363,0.66909618
SyntheticControl,300,300,6,60,183.8299175,110.78356,56.33802249,2.340003678,3.092976911,2.672405449,1.960763927,1.667749589,1.932173764,1.29004962,1.108236744,1.081833834,1.173010777,24.74447104,23.16321094,12.88679815,10.22524761,24.78847303,21.29983541,10.116459,11.75471119,5.452225005,6.839723294,18.12014117,6.845647074,28.60838191,30.92624644,4.413403244,18.36619727,10.65782411,32.14214655,30.71619608,5.905580716,16.68018213,8.228240865,10.8008365,5.816296093,7.543987738
ToeSegmentation1,40,228,2,277,41.10837497,31.67167638,6.9670488,1.215968519,2.113020287,1.139227598,0.79840143,1.10074361,0.527669344,0.973689073,0.765804461,0.522601393,0.525725459,29.52204406,21.96549432,16.97337589,12.30670436,23.41533908,12.17644022,3.612812307,4.695247326,2.659492739,2.544757733,33.55952587,10.22169021,19.68317815,20.81297607,7.316710551,27.32476844,15.60855544,29.15050282,26.79127625,16.2926855,6.398804376,2.386380041,3.597680445,1.991767324,1.816343658
ToeSegmentation2,36,130,2,343,48.88101591,33.52623856,7.337577996,1.582468186,3.005958341,1.461825492,1.038380964,1.590001688,0.654151524,1.327716588,1.063631343,0.596953397,0.604959447,37.07689896,26.83010281,23.98172287,15.94754246,27.7519308,14.17676039,4.247261533,5.441135701,2.971024814,3.169375153,38.95733334,11.72662808,21.08134917,23.15704801,8.791121305,37.08734294,20.88819988,39.00144418,34.12801621,22.14556345,7.759015254,2.852781837,4.354082941,2.243368201,2.109609488
Trace,100,100,4,275,179.7817945,44.69679402,17.16664217,1.305191158,1.588949134,3.91965576,0.867557226,0.805884978,2.29643618,0.644612989,0.705881661,0.575431889,0.915543605,34.46826582,27.00087663,33.4081608,70.02545443,47.32425823,18.56983518,7.295584843,5.144508755,2.122701205,3.972834461,48.94434674,14.86559488,16.03861933,15.71993933,7.300821928,50.54315447,28.95753895,13.89850975,10.64062259,9.701085846,8.874335274,2.653962975,2.445651952,1.457397245,3.227673281
TwoLeadECG,23,1139,2,82,3.444634666,0.711236694,0.255683695,0.088685864,0.118055638,0.068471012,0.093240914,0.109132921,0.109271576,0.013732574,0.013120705,0.074220243,0.010968816,0.430716095,0.317801627,0.226823658,0.196347418,0.272197509,0.247410524,0.115488517,0.100180032,0.047467563,0.056796098,0.649337045,0.179312968,0.187812496,0.193715841,0.107441269,0.457661117,0.258089163,0.238816788,0.188820091,0.140308723,0.080884564,0.032172796,0.029607611,0.019950426,0.029590204
TwoPatterns,1000,4000,4,128,6288.376684,5385.244818,1167.335538,104.5730179,119.7283993,112.8088328,81.35342828,57.2499296,64.02100948,52.63815199,46.6193483,23.72036914,65.95445321,1143.12469,1020.713565,1515.004928,1069.014604,1105.848476,974.596527,407.9743611,343.8861602,159.7722678,320.1653578,845.9385802,295.5889569,1690.462504,1674.71324,224.6655521,856.5922641,501.075474,1408.239939,1302.047056,282.3836354,576.5812734,248.9668698,308.8869369,149.7678427,215.2189142
UMD,36,144,3,150,11.48909022,5.090432252,2.525788697,0.484122089,0.66474254,0.492163068,0.391083408,0.381758757,0.291692758,0.180160023,0.15676472,0.291948956,0.092900649,2.864573819,2.059925529,1.95702562,2.081758785,2.306772497,1.981770109,0.702825643,0.654578284,0.349828732,0.400471929,3.992885584,1.134099878,1.58334374,1.710880682,0.713845746,3.38087519,1.939591301,2.194239621,2.054885019,1.461945678,0.890009132,0.227996312,0.256885583,0.171304037,0.250147417
UWaveGestureLibraryAll,896,3582,8,945,163950.0101,42975.37434,7862.927506,3121.015961,3980.476674,3145.093109,2125.632679,1658.474061,1764.569629,1550.536024,1155.856008,251.3499962,1412.771461,169357.3973,125348.6865,133068.7705,82737.58211,,46411.09875,10813.46228,7810.275793,3100.183288,7405.827846,82249.22693,22640.77944,71171.07572,68404.75986,22844.05895,113728.7965,68713.25276,136251.1036,117861.1408,67515.54589,23055.95862,7048.34514,8014.98051,3791.615966,6432.200117
UWaveGestureLibraryX,896,3582,8,315,24534.91237,5513.631643,839.3454981,291.9014453,410.4081344,368.0576651,215.2617658,265.6356913,193.9910321,259.0383978,187.2825114,49.39335332,119.7461989,11722.77082,8257.609536,9883.909869,6965.557701,7999.408185,2603.217934,967.4848884,994.3826112,424.1823582,539.1577403,6960.460265,1886.936537,5861.779247,6222.586151,1955.437168,11707.7233,6738.321959,11992.92773,10932.58964,6536.181805,1590.837202,527.4627404,647.6053121,366.1043374,565.5001987
UWaveGestureLibraryY,896,3582,8,315,17441.59658,7374.524465,675.9552733,250.1044624,328.5768593,333.9749276,193.5798372,229.4587103,190.5087773,223.8675979,168.2973546,38.82229709,102.1362902,10451.90223,7345.608039,9365.530757,6924.026855,7204.84308,2290.276063,867.8265785,840.1282697,307.424545,404.5438868,6498.340146,1769.114502,5520.131913,5842.874439,1826.871961,11138.70513,6444.452204,10955.1846,9972.22424,6190.302256,1095.608153,411.9833729,481.3021979,288.4918631,525.2081195
UWaveGestureLibraryZ,896,3582,8,315,23496.42695,3603.127946,661.8540745,262.1331713,357.9643606,361.9095513,194.4521245,239.0614536,192.8138417,230.0644245,170.6880032,40.7165437,100.55697,10742.32638,7571.216079,9518.77203,6945.467557,7428.916439,2457.578119,934.1683168,923.6466543,340.4826642,441.990572,6754.188818,1808.558306,5435.564165,5781.418899,1866.510455,10927.13797,6291.107695,10430.30982,9612.952687,6003.294987,1368.304645,478.4805862,567.4519831,317.0858993,537.7781773
Wafer,1000,6164,2,152,5111.941823,382.4027098,101.9029035,20.95840322,43.43067718,103.4625077,15.08236883,21.4422592,55.83012542,20.29999338,14.96194694,7.300915301,28.86394255,352.373198,254.407663,376.8940175,1270.425362,639.892985,440.7328203,196.4058683,152.4105293,26.27758651,76.49719565,398.3869219,121.4446051,133.6454941,126.10532,94.5139232,1044.481502,596.1733835,162.2218743,121.8320153,58.31112131,357.8795339,125.3554648,85.14574,45.95659971,79.2444224
Wine,57,54,2,234,43.32351736,22.54319412,2.653438463,0.784199796,0.634327173,0.965973429,0.482168945,0.234672942,0.670420888,0.093301053,0.086795392,0.112293967,0.030961823,16.85361943,12.2711795,14.58047056,14.2905343,9.389547738,3.665186891,0.895266142,0.243314775,0.067295464,0.083698581,6.348100066,1.755325826,0.458426072,0.50895759,0.21393998,9.317571566,5.33169101,1.7502011,0.298545693,0.315440049,0.201332997,0.064793731,0.060945815,0.062317179,0.074549953
WordSynonyms,267,638,25,270,1571.426432,645.9583823,138.8837861,23.55737584,32.57640296,29.86002832,17.59656108,17.12332887,15.09342742,16.62706829,13.22061582,8.003571032,14.04397335,835.4120857,602.4143112,633.0404636,451.9033108,610.7638348,249.8699453,80.89467389,79.66684747,43.3682392,62.41128891,575.5558887,161.5889201,490.2374608,512.4399155,154.0422806,817.8035899,473.756839,993.9337123,917.9455453,472.7358814,159.4531409,60.78402935,73.23570027,44.32553122,53.88787277
Worms,181,77,5,900,7140.92443,4238.637309,986.9012108,151.8546988,293.8153387,160.1349155,100.7850061,156.6972039,78.21075061,147.0510999,115.2207022,50.95136738,71.18901083,6146.439087,4558.160846,4588.235291,3031.98365,4639.638353,1573.523689,474.7252138,618.0351678,341.1621482,334.0042985,4408.079824,1297.669563,3411.141133,3762.718139,1246.299496,5939.049138,3586.200511,6721.186908,5815.169979,3786.020396,883.9356558,311.0252839,497.0627987,289.1639469,270.6886364
WormsTwoClass,181,77,2,900,7136.08063,4199.229073,986.826613,151.7188818,292.9616835,161.4129928,100.5052807,156.794248,78.13042059,147.1160196,115.1483481,51.7380018,71.3815051,6130.473296,4551.513798,4583.442094,3030.717667,4644.555987,1539.45864,474.9372449,617.1828226,341.4100223,333.8363346,4387.122827,1298.104601,3410.006322,3762.990844,1245.927352,5958.277725,3580.056489,6728.877397,5816.13805,3786.393445,890.0752313,310.3950397,495.5966537,286.6825658,272.1076498
Yoga,300,3000,2,426,3807.512572,876.9760903,105.7793859,39.16055207,36.26899513,74.92258652,28.11972235,17.83385711,42.2245588,16.29982782,15.63412464,3.880475377,18.54635494,2027.266312,1469.534518,1905.751121,1597.927379,1437.137537,646.1960114,184.9011862,119.9983079,37.49092311,74.07713388,1150.992752,317.2797236,566.4985391,608.0390434,278.3643568,1798.087266,1046.137687,1271.621816,1204.743208,869.86289,242.7256208,83.92170838,65.5294922,32.7463257,79.97052038
